"Code","SegmentID","UManhole.ManholeID","DManhole.ManholeID","Distance","ClockFrom","Severity","Reversed","WinCanDescription"
"START US","20SW3-2","20SW2","20SW3",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW3-2","20SW2","20SW3",164,9,,TRUE,"Lateral connection"
"TSA","20SW3-2","20SW2","20SW3",164,9,,TRUE,"Tap Saddle Avtive"
"DSI","20SW3-2","20SW2","20SW3",164,9,,TRUE,"Defective Saddle Installation"
"Grease","20SW3-2","20SW2","20SW3",164,,"Severe",TRUE,"Grease in the Pipe"
"AMH","20SW3-2","20SW2","20SW3",425.6,12,,TRUE,"Access Man Hole"
"STOP","20SW3-2","20SW2","20SW3",425.6,,,TRUE,"Inspection Stopped"
"START DS","20SW3-4","20SW3","20SW4",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW3-4","20SW3","20SW4",39.3,10,,FALSE,"Lateral connection"
"TFNA","20SW3-4","20SW3","20SW4",39.3,10,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW3-4","20SW3","20SW4",43,2,,FALSE,"Lateral connection"
"TFNA","20SW3-4","20SW3","20SW4",43,2,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW3-4","20SW3","20SW4",235.4,2,,FALSE,"Lateral connection"
"TFA","20SW3-4","20SW3","20SW4",235.4,2,,FALSE,"Factory Tap Active"
"AMH","20SW3-4","20SW3","20SW4",389.4,12,,FALSE,"Access Man Hole"
"STOP","20SW3-4","20SW3","20SW4",389.4,,,FALSE,"Inspection Stopped"
"START DS","20SW4-5","20SW4","20SW5",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW4-5","20SW4","20SW5",43.8,12,,FALSE,"Lateral connection"
"TFA","20SW4-5","20SW4","20SW5",43.8,12,,FALSE,"Factory Tap Active"
"LAT","20SW4-5","20SW4","20SW5",79.1,10,,FALSE,"Lateral connection"
"TFA","20SW4-5","20SW4","20SW5",79.1,10,,FALSE,"Factory Tap Active"
"LAT","20SW4-5","20SW4","20SW5",211.1,10,,FALSE,"Lateral connection"
"TFA","20SW4-5","20SW4","20SW5",211.1,10,,FALSE,"Factory Tap Active"
"LAT","20SW4-5","20SW4","20SW5",216.6,1,,FALSE,"Lateral connection"
"TFA","20SW4-5","20SW4","20SW5",216.6,1,,FALSE,"Factory Tap Active"
"LAT","20SW4-5","20SW4","20SW5",222.9,10,,FALSE,"Lateral connection"
"TSA","20SW4-5","20SW4","20SW5",222.9,10,,FALSE,"Tap Saddle Avtive"
"LAT","20SW4-5","20SW4","20SW5",295.5,1,,FALSE,"Lateral connection"
"TFA","20SW4-5","20SW4","20SW5",295.5,1,,FALSE,"Factory Tap Active"
"LAT","20SW4-5","20SW4","20SW5",304.4,1,,FALSE,"Lateral connection"
"TFNA","20SW4-5","20SW4","20SW5",304.4,1,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW4-5","20SW4","20SW5",351.4,10,,FALSE,"Lateral connection"
"TFNA","20SW4-5","20SW4","20SW5",351.4,10,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW4-5","20SW4","20SW5",381.4,10,,FALSE,"Lateral connection"
"TSA","20SW4-5","20SW4","20SW5",381.4,10,,FALSE,"Tap Saddle Avtive"
"AMH","20SW4-5","20SW4","20SW5",424,12,,FALSE,"Access Man Hole"
"STOP","20SW4-5","20SW4","20SW5",424,,,FALSE,"Inspection Stopped"
"START US","20SW7-8","20SW8","20SW7",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW7-8","20SW8","20SW7",64,10,,TRUE,"Lateral connection"
"TFNA","20SW7-8","20SW8","20SW7",64,10,,TRUE,"Tap Factory Not Avtive"
"LAT","20SW7-8","20SW8","20SW7",117.6,9,,TRUE,"Lateral connection"
"TSA","20SW7-8","20SW8","20SW7",117.6,9,,TRUE,"Tap Saddle Avtive"
"DSI","20SW7-8","20SW8","20SW7",117.6,9,,TRUE,"Defective Saddle Installation"
"Root-in-Lateral","20SW7-8","20SW8","20SW7",117.6,9,"Light",TRUE,"Root problem in lateral"
"LAT","20SW7-8","20SW8","20SW7",199.1,10,,TRUE,"Lateral connection"
"TFA","20SW7-8","20SW8","20SW7",199.1,10,,TRUE,"Factory Tap Active"
"LAT","20SW7-8","20SW8","20SW7",213.1,1,,TRUE,"Lateral connection"
"TFA","20SW7-8","20SW8","20SW7",213.1,1,,TRUE,"Factory Tap Active"
"LAT","20SW7-8","20SW8","20SW7",335.9,2,,TRUE,"Lateral connection"
"TFA","20SW7-8","20SW8","20SW7",335.9,2,,TRUE,"Factory Tap Active"
"AMH","20SW7-8","20SW8","20SW7",344.6,12,,TRUE,"Access Man Hole"
"STOP","20SW7-8","20SW8","20SW7",344.6,,,TRUE,"Inspection Stopped"
"START DS","20SW7-6","20SW7","20SW6",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW7-6","20SW7","20SW6",96.5,3,,FALSE,"Lateral connection"
"TSA","20SW7-6","20SW7","20SW6",96.5,3,,FALSE,"Tap Saddle Avtive"
"AMH","20SW7-6","20SW7","20SW6",244.2,12,,FALSE,"Access Man Hole"
"STOP","20SW7-6","20SW7","20SW6",244.2,,,FALSE,"Inspection Stopped"
"START DS","20SW10-6","20SW10","20SW6",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW10-6","20SW10","20SW6",11.3,10,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",11.3,10,,FALSE,"Factory Tap Active"
"LAT","20SW10-6","20SW10","20SW6",25.9,10,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",25.9,10,,FALSE,"Factory Tap Active"
"LAT","20SW10-6","20SW10","20SW6",87,2,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",87,2,,FALSE,"Factory Tap Active"
"LAT","20SW10-6","20SW10","20SW6",241.4,10,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",241.4,10,,FALSE,"Factory Tap Active"
"LAT","20SW10-6","20SW10","20SW6",260.4,3,,FALSE,"Lateral connection"
"TSA","20SW10-6","20SW10","20SW6",260.4,3,,FALSE,"Tap Saddle Avtive"
"LAT","20SW10-6","20SW10","20SW6",283.4,10,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",283.4,10,,FALSE,"Factory Tap Active"
"LAT","20SW10-6","20SW10","20SW6",314,3,,FALSE,"Lateral connection"
"TFA","20SW10-6","20SW10","20SW6",314,3,,FALSE,"Factory Tap Active"
"Joint Offset","20SW10-6","20SW10","20SW6",341.4,7,,FALSE,"Joint Offset in the Pipe"
"LAT","20SW10-6","20SW10","20SW6",344.8,9,,FALSE,"Lateral connection"
"TFNA","20SW10-6","20SW10","20SW6",344.8,9,,FALSE,"Tap Factory Not Avtive"
"Joint Offset","20SW10-6","20SW10","20SW6",345.7,12,"Large",FALSE,"Joint Offset in the Pipe"
"AMH","20SW10-6","20SW10","20SW6",363.2,12,,FALSE,"Access Man Hole"
"STOP","20SW10-6","20SW10","20SW6",363.2,,,FALSE,"Inspection Stopped"
"START DS","20SW6-5","20SW6","20SW5",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW6-5","20SW6","20SW5",38.7,10,,FALSE,"Lateral connection"
"TFA","20SW6-5","20SW6","20SW5",38.7,10,,FALSE,"Factory Tap Active"
"LAT","20SW6-5","20SW6","20SW5",120.4,2,,FALSE,"Lateral connection"
"TFA","20SW6-5","20SW6","20SW5",120.4,2,,FALSE,"Factory Tap Active"
"AMH","20SW6-5","20SW6","20SW5",255.3,12,,FALSE,"Access Man Hole"
"STOP","20SW6-5","20SW6","20SW5",255.3,,,FALSE,"Inspection Stopped"
"START DS","20SW16-9","20S416","20SW9",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW16-9","20S416","20SW9",11.9,9,,FALSE,"Lateral connection"
"TSA","20SW16-9","20S416","20SW9",11.9,9,,FALSE,"Tap Saddle Avtive"
"AMH","20SW16-9","20S416","20SW9",116.2,12,,FALSE,"Access Man Hole"
"STOP","20SW16-9","20S416","20SW9",116.2,,,FALSE,"Inspection Stopped"
"START DS","20SW9-11","20SW9","20SW11",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW9-11","20SW9","20SW11",5.6,10,,FALSE,"Lateral connection"
"TFA","20SW9-11","20SW9","20SW11",5.6,10,,FALSE,"Factory Tap Active"
"LAT","20SW9-11","20SW9","20SW11",124,10,,FALSE,"Lateral connection"
"TFA","20SW9-11","20SW9","20SW11",124,10,,FALSE,"Factory Tap Active"
"LAT","20SW9-11","20SW9","20SW11",166,2,,FALSE,"Lateral connection"
"TFA","20SW9-11","20SW9","20SW11",166,2,,FALSE,"Factory Tap Active"
"LAT","20SW9-11","20SW9","20SW11",190.5,11,,FALSE,"Lateral connection"
"TFNA","20SW9-11","20SW9","20SW11",190.5,11,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW9-11","20SW9","20SW11",200.3,11,,FALSE,"Lateral connection"
"TFA","20SW9-11","20SW9","20SW11",200.3,11,,FALSE,"Factory Tap Active"
"LAT","20SW9-11","20SW9","20SW11",396.6,1,,FALSE,"Lateral connection"
"TFA","20SW9-11","20SW9","20SW11",396.6,1,,FALSE,"Factory Tap Active"
"AMH","20SW9-11","20SW9","20SW11",501.8,12,,FALSE,"Access Man Hole"
"STOP","20SW9-11","20SW9","20SW11",501.8,,,FALSE,"Inspection Stopped"
"START DS","20SW11-12","20SW11","20SW12",10,,,FALSE,"Start Inspection Downstream"
"TFNA","20SW11-12","20SW11","20SW12",57.7,11,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW11-12","20SW11","20SW12",127.6,10,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",127.6,10,,FALSE,"Factory Tap Active"
"LAT","20SW11-12","20SW11","20SW12",242.6,1,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",242.6,1,,FALSE,"Factory Tap Active"
"LAT","20SW11-12","20SW11","20SW12",248.5,10,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",248.5,10,,FALSE,"Factory Tap Active"
"Root-in-Joint","20SW11-12","20SW11","20SW12",248.5,10,"Light",FALSE,"Root problem in joint"
"LAT","20SW11-12","20SW11","20SW12",312.4,11,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",312.4,11,,FALSE,"Factory Tap Active"
"LAT","20SW11-12","20SW11","20SW12",321.3,11,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",321.3,11,,FALSE,"Factory Tap Active"
"LAT","20SW11-12","20SW11","20SW12",395.1,1,,FALSE,"Lateral connection"
"TFA","20SW11-12","20SW11","20SW12",395.1,1,,FALSE,"Factory Tap Active"
"AMH","20SW11-12","20SW11","20SW12",414.8,12,,FALSE,"Access Man Hole"
"STOP","20SW11-12","20SW11","20SW12",414.8,,,FALSE,"Inspection Stopped"
"START DS","20SW12-13","20SW12","20SW13",0,,,FALSE,"Start Inspection Downstream"
"VC","20SW12-13","20SW12","20SW13",0.3,,,FALSE,"Vermon- Cockroaches"
"LAT","20SW12-13","20SW12","20SW13",44.7,1,,FALSE,"Lateral connection"
"TFA","20SW12-13","20SW12","20SW13",44.7,1,,FALSE,"Factory Tap Active"
"LAT","20SW12-13","20SW12","20SW13",169.6,11,,FALSE,"Lateral connection"
"TFA","20SW12-13","20SW12","20SW13",169.6,11,,FALSE,"Factory Tap Active"
"LAT","20SW12-13","20SW12","20SW13",173.3,1,,FALSE,"Lateral connection"
"TSA","20SW12-13","20SW12","20SW13",173.3,1,,FALSE,"Tap Saddle Avtive"
"AMH","20SW12-13","20SW12","20SW13",199.6,12,,FALSE,"Access Man Hole"
"STOP","20SW12-13","20SW12","20SW13",199.6,,,FALSE,"Inspection Stopped"
"START DS","20SW13-14","20SW13","20SW14",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW13-14","20SW13","20SW14",36.6,11,,FALSE,"Lateral connection"
"TFA","20SW13-14","20SW13","20SW14",36.6,11,,FALSE,"Factory Tap Active"
"LAT","20SW13-14","20SW13","20SW14",45.2,2,,FALSE,"Lateral connection"
"TFNA","20SW13-14","20SW13","20SW14",45.2,2,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW13-14","20SW13","20SW14",70.9,10,,FALSE,"Lateral connection"
"TFA","20SW13-14","20SW13","20SW14",70.9,10,,FALSE,"Factory Tap Active"
"LAT","20SW13-14","20SW13","20SW14",117.5,2,,FALSE,"Lateral connection"
"TFA","20SW13-14","20SW13","20SW14",117.5,2,,FALSE,"Factory Tap Active"
"LAT","20SW13-14","20SW13","20SW14",139.1,10,,FALSE,"Lateral connection"
"TFNA","20SW13-14","20SW13","20SW14",139.1,10,,FALSE,"Tap Factory Not Avtive"
"AMH","20SW13-14","20SW13","20SW14",200.1,12,,FALSE,"Access Man Hole"
"STOP","20SW13-14","20SW13","20SW14",200.1,,,FALSE,"Inspection Stopped"
"START US","20SW14-5","20SW5","20SW14",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW14-5","20SW5","20SW14",151.6,10,,TRUE,"Lateral connection"
"TFA","20SW14-5","20SW5","20SW14",151.6,10,,TRUE,"Factory Tap Active"
"VC","20SW14-5","20SW5","20SW14",251.7,,,TRUE,"Vermon- Cockroaches"
"AMH","20SW14-5","20SW5","20SW14",253.2,12,,TRUE,"Access Man Hole"
"STOP","20SW14-5","20SW5","20SW14",253.2,,,TRUE,"Inspection Stopped"
"START DS","20SW14-15","20SW14","20SW15",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW14-15","20SW14","20SW15",205.3,10,,FALSE,"Lateral connection"
"TSA","20SW14-15","20SW14","20SW15",205.3,10,,FALSE,"Tap Saddle Avtive"
"LAT","20SW14-15","20SW14","20SW15",266.6,10,,FALSE,"Lateral connection"
"TSA","20SW14-15","20SW14","20SW15",266.6,10,,FALSE,"Tap Saddle Avtive"
"LAT","20SW14-15","20SW14","20SW15",328.2,10,,FALSE,"Lateral connection"
"TSA","20SW14-15","20SW14","20SW15",328.2,10,,FALSE,"Tap Saddle Avtive"
"AMH","20SW14-15","20SW14","20SW15",387.9,12,,FALSE,"Access Man Hole"
"STOP","20SW14-15","20SW14","20SW15",387.9,,,FALSE,"Inspection Stopped"
"START DS","20SW15-17","20SW15","20SW17",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW15-17","20SW15","20SW17",19.6,10,,FALSE,"Lateral connection"
"TSA","20SW15-17","20SW15","20SW17",19.6,10,,FALSE,"Tap Saddle Avtive"
"LAT","20SW15-17","20SW15","20SW17",93.1,10,,FALSE,"Lateral connection"
"TSA","20SW15-17","20SW15","20SW17",93.1,10,,FALSE,"Tap Saddle Avtive"
"AMH","20SW15-17","20SW15","20SW17",130.2,12,,FALSE,"Access Man Hole"
"STOP","20SW15-17","20SW15","20SW17",130.2,,,FALSE,"Inspection Stopped"
"START DS","20SW17-25","20SW17","20SW25",0,,,FALSE,"Start Inspection Downstream"
"LAT","20SW17-25","20SW17","20SW25",35.4,10,,FALSE,"Lateral connection"
"TSA","20SW17-25","20SW17","20SW25",35.4,10,,FALSE,"Tap Saddle Avtive"
"LAT","20SW17-25","20SW17","20SW25",99.9,10,,FALSE,"Lateral connection"
"TSA","20SW17-25","20SW17","20SW25",99.9,10,,FALSE,"Tap Saddle Avtive"
"VC","20SW17-25","20SW17","20SW25",309.7,,,FALSE,"Vermon- Cockroaches"
"AMH","20SW17-25","20SW17","20SW25",309.7,12,,FALSE,"Access Man Hole"
"STOP","20SW17-25","20SW17","20SW25",309.7,,,FALSE,"Inspection Stopped"
"START US","20SW19-19A","20SW19A","20SW19",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW19-19A","20SW19A","20SW19",36,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",36,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",73.7,3,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",73.7,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",79.9,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",79.9,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",130.7,3,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",130.7,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",135.7,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",135.7,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",186.7,3,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",186.7,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",191.7,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",191.7,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",243,3,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",243,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",247.3,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",247.3,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",299.6,3,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",299.6,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-19A","20SW19A","20SW19",304.1,9,,TRUE,"Lateral connection"
"TFA","20SW19-19A","20SW19A","20SW19",304.1,9,,TRUE,"Factory Tap Active"
"AMH","20SW19-19A","20SW19A","20SW19",320.4,12,,TRUE,"Access Man Hole"
"STOP","20SW19-19A","20SW19A","20SW19",320.4,,,TRUE,"Inspection Stopped"
"START US","20SW19-A-CO3","20SWCO3","20SW19A",0,,,TRUE,"Start Inspection Upstream"
"LAT","20SW19-A-CO3","20SWCO3","20SW19A",27,3,,TRUE,"Lateral connection"
"TFA","20SW19-A-CO3","20SWCO3","20SW19A",27,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-A-CO3","20SWCO3","20SW19A",46.7,9,,TRUE,"Lateral connection"
"TFA","20SW19-A-CO3","20SWCO3","20SW19A",46.7,9,,TRUE,"Factory Tap Active"
"LAT","20SW19-A-CO3","20SWCO3","20SW19A",77.7,3,,TRUE,"Lateral connection"
"TFA","20SW19-A-CO3","20SWCO3","20SW19A",77.7,3,,TRUE,"Factory Tap Active"
"LAT","20SW19-A-CO3","20SWCO3","20SW19A",88.2,9,,TRUE,"Lateral connection"
"TFA","20SW19-A-CO3","20SWCO3","20SW19A",88.2,9,,TRUE,"Factory Tap Active"
"Clean Out","20SW19-A-CO3","20SWCO3","20SW19A",99.1,12,,TRUE,"Clean Out"
"STOP","20SW19-A-CO3","20SWCO3","20SW19A",99.1,,,TRUE,"Inspection Stopped"
"START DS","20SW19-18","20SW19","20SW18",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW19-18","20SW19","20SW18",17,3,,FALSE,"Lateral connection"
"TFA","20SW19-18","20SW19","20SW18",17,3,,FALSE,"Factory Tap Active"
"LAT","20SW19-18","20SW19","20SW18",68.9,3,,FALSE,"Lateral connection"
"TFA","20SW19-18","20SW19","20SW18",68.9,3,,FALSE,"Factory Tap Active"
"LAT","20SW19-18","20SW19","20SW18",124.7,3,,FALSE,"Lateral connection"
"TFA","20SW19-18","20SW19","20SW18",124.7,3,,FALSE,"Factory Tap Active"
"LAT","20SW19-18","20SW19","20SW18",182.3,3,,FALSE,"Lateral connection"
"TFA","20SW19-18","20SW19","20SW18",182.3,3,,FALSE,"Factory Tap Active"
"LAT","20SW19-18","20SW19","20SW18",236.2,3,,FALSE,"Lateral connection"
"TFA","20SW19-18","20SW19","20SW18",236.2,3,,FALSE,"Factory Tap Active"
"LAT","20SW19-18","20SW19","20SW18",272,9,,FALSE,"Lateral connection"
"AMH","20SW19-18","20SW19","20SW18",272,12,,FALSE,"Access Man Hole"
"STOP","20SW19-18","20SW19","20SW18",272.4,,,FALSE,"Inspection Stopped"
"START US","20SW18-18A","20SW18A","20SW18",10,,,TRUE,"Start Inspection Upstream"
"LAT","20SW18-18A","20SW18A","20SW18",66.4,9,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",66.4,9,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",70.5,3,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",70.5,3,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",126.5,9,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",126.5,9,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",131.7,3,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",131.7,3,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",184.6,10,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",184.6,10,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",196.2,3,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",196.2,3,,TRUE,"Factory Tap Active"
"LAT","20SW18-18A","20SW18A","20SW18",240.5,9,,TRUE,"Lateral connection"
"TFA","20SW18-18A","20SW18A","20SW18",240.5,9,,TRUE,"Factory Tap Active"
"AMH","20SW18-18A","20SW18A","20SW18",256,12,,TRUE,"Access Man Hole"
"STOP","20SW18-18A","20SW18A","20SW18",256,,,TRUE,"Inspection Stopped"
"START US","20SW18A-CO2","20SWCO2","20SW18A",0,,,TRUE,"Start Inspection Upstream"
"LAT","20SW18A-CO2","20SWCO2","20SW18A",19,3,,TRUE,"Lateral connection"
"TFA","20SW18A-CO2","20SWCO2","20SW18A",19,3,,TRUE,"Factory Tap Active"
"LAT","20SW18A-CO2","20SWCO2","20SW18A",40.5,10,,TRUE,"Lateral connection"
"TFA","20SW18A-CO2","20SWCO2","20SW18A",40.5,10,,TRUE,"Factory Tap Active"
"LAT","20SW18A-CO2","20SWCO2","20SW18A",94.3,3,,TRUE,"Lateral connection"
"TFA","20SW18A-CO2","20SWCO2","20SW18A",94.3,3,,TRUE,"Factory Tap Active"
"LAT","20SW18A-CO2","20SWCO2","20SW18A",106.2,9,,TRUE,"Lateral connection"
"TFA","20SW18A-CO2","20SWCO2","20SW18A",106.2,9,,TRUE,"Factory Tap Active"
"LAT","20SW18A-CO2","20SWCO2","20SW18A",118.2,3,,TRUE,"Lateral connection"
"TFA","20SW18A-CO2","20SWCO2","20SW18A",118.2,3,,TRUE,"Factory Tap Active"
"LATBLOCKED","20SW18A-CO2","20SWCO2","20SW18A",129.6,12,,TRUE,"Blocked lateral connecion"
"VC","20SW18A-CO2","20SWCO2","20SW18A",129.6,,,TRUE,"Vermon- Cockroaches"
"Clean Out","20SW18A-CO2","20SWCO2","20SW18A",129.6,12,,TRUE,"Clean Out"
"STOP","20SW18A-CO2","20SWCO2","20SW18A",129.6,,,TRUE,"Inspection Stopped"
"START DS","20SW18-17","20SW18","20SW17",10,,,FALSE,"Start Inspection Downstream"
"LAT","20SW18-17","20SW18","20SW17",15.9,3,,FALSE,"Lateral connection"
"TFA","20SW18-17","20SW18","20SW17",15.9,3,,FALSE,"Factory Tap Active"
"LAT","20SW18-17","20SW18","20SW17",71.1,2,,FALSE,"Lateral connection"
"TFA","20SW18-17","20SW18","20SW17",71.1,2,,FALSE,"Factory Tap Active"
"LAT","20SW18-17","20SW18","20SW17",126.9,3,,FALSE,"Lateral connection"
"TFA","20SW18-17","20SW18","20SW17",126.9,3,,FALSE,"Factory Tap Active"
"AMH","20SW18-17","20SW18","20SW17",208.9,12,,FALSE,"Access Man Hole"
"STOP","20SW18-17","20SW18","20SW17",208.9,,,FALSE,"Inspection Stopped"
"START DS","20SW20-25","20SW20","20SW25",5,,,FALSE,"Start Inspection Downstream"
"LAT","20SW20-25","20SW20","20SW25",5,9,,FALSE,"Lateral connection"
"TSA","20SW20-25","20SW20","20SW25",5,9,,FALSE,"Tap Saddle Avtive"
"LAT","20SW20-25","20SW20","20SW25",152.2,2,,FALSE,"Lateral connection"
"TFA","20SW20-25","20SW20","20SW25",152.2,2,,FALSE,"Factory Tap Active"
"LAT","20SW20-25","20SW20","20SW25",173.6,11,,FALSE,"Lateral connection"
"TFA","20SW20-25","20SW20","20SW25",173.6,11,,FALSE,"Factory Tap Active"
"LAT","20SW20-25","20SW20","20SW25",191.5,1,,FALSE,"Lateral connection"
"TFNA","20SW20-25","20SW20","20SW25",191.5,1,,FALSE,"Tap Factory Not Avtive"
"LAT","20SW20-25","20SW20","20SW25",261.1,10,,FALSE,"Lateral connection"
"TFA","20SW20-25","20SW20","20SW25",261.1,10,,FALSE,"Factory Tap Active"
"LAT","20SW20-25","20SW20","20SW25",324.7,1,,FALSE,"Lateral connection"
"TFA","20SW20-25","20SW20","20SW25",324.7,1,,FALSE,"Factory Tap Active"
